post_link,image_url
"We’ve made history — 1 BILLION followers! This is more than just a number - it’s a testament to our shared passion, drive, and love for the game and beyond.

From the streets of Madeira to the biggest stages in the world, I’ve always played for my family and for you, and now 1 billion of us stand together.

You’ve been with me every step of the way, through all the highs and the lows. This journey is our journey, and together, we’ve shown that there are no limits to what we can achieve.

Thank you for believing in me, for your support, and for being part of my life. The best is yet to come, and we’ll keep pushing, winning, and making history together.",2024-09-12T21:35:30.000Z,https://instagram.fcai19-7.fna.fbcdn.net/v/t39.30808-6/459319351_1161528778666994_8405889229020143399_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDgweDEzNTAuc2RyLmYzMDgwOC5kZWZhdWx0X2ltYWdlIn0&_nc_ht=instagram.fcai19-7.fna.fbcdn.net&_nc_cat=102&_nc_ohc=hTiYxFJmkrcQ7kNvgGUhihw&_nc_gid=0236a1587eb448a9bcfc6a4584f45a8a&edm=APoiHPcAAAAA&ccb=7-5&ig_cache_key=MzQ1NTc0NTAxNzY1NjkxMDE0Nw%3D%3D.3-ccb7-5&oh=00_AYC4COBYvGuwwNjjFINnUk7ulmqsAYFXifDLXiTy2XcFYg&oe=674948DF&_nc_sid=22de04
"#CR7Drive for the win. It replenishes carbs and essential electrolytes like sodium, potassium, and magnesium to keep me performing at my best. 💪🏽",2024-09-10T18:08:35.000Z,https://instagram.fcai19-7.fna.fbcdn.net/v/t39.30808-6/459197074_18574965985056421_3983429383401776828_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE2MzUuc2RyLmYzMDgwOC5kZWZhdWx0X2ltYWdlIn0&_nc_ht=instagram.fcai19-7.fna.fbcdn.net&_nc_cat=1&_nc_ohc=doAvXtfRjbEQ7kNvgEEyBAW&_nc_gid=0236a1587eb448a9bcfc6a4584f45a8a&edm=APoiHPcAAAAA&ccb=7-5&ig_cache_key=MzQ1NDE5MTMxNjM1MzcyMjIzNQ%3D%3D.3-ccb7-5&oh=00_AYBPgoXAkLa0OQNxh64HhaQQjFj3VZOdrrkCON-McBQ84g&oe=67493653&_nc_sid=22de04
"Dois jogos, duas vitórias 🇵🇹 Obrigado por todo o apoio, Portugal!",2024-09-08T21:33:29.000Z,https://instagram.fcai19-7.fna.fbcdn.net/v/t39.30808-6/458772244_1158696722283533_2292805241621779254_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDEyeDEwMTIuc2RyLmYzMDgwOC5kZWZhdWx0X2ltYWdlIn0&_nc_ht=instagram.fcai19-7.fna.fbcdn.net&_nc_cat=105&_nc_ohc=aBgRbPLpZWsQ7kNvgFg1GAQ&_nc_gid=0236a1587eb448a9bcfc6a4584f45a8a&edm=APoiHPcAAAAA&ccb=7-5&ig_cache_key=MzQ1Mjg0NDg4OTU3NzE3NTM5Ng%3D%3D.3-ccb7-5&oh=00_AYDODHhL5oY4E76d1trta3kS9eDUbT-INytnMZmUiqeknQ&oe=6749240B&_nc_sid=22de04
7 questions with @georginagio. 👀 Get ready! Watch the complete video on YouTube!,2024-09-07T10:12:18.000Z,https://instagram.fcai19-7.fna.fbcdn.net/v/t51.29350-15/458931167_2453303398208688_289970324324073072_n.jpg?stp=dst-jpg_e15_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi43MjB4MTI4MC5zZHIuZjI5MzUwLmRlZmF1bHRfY292ZXJfZnJhbWUifQ&_nc_ht=instagram.fcai19-7.fna.fbcdn.net&_nc_cat=1&_nc_ohc=5uMa42OcHugQ7kNvgG4kEEV&_nc_gid=0236a1587eb448a9bcfc6a4584f45a8a&edm=APoiHPcBAAAA&ccb=7-5&ig_cache_key=MzQ1MTc3Mzk5NjY3OTMwNDE3NA%3D%3D.3-ccb7-5&oh=00_AYAoS2k8aItu6d5S7wweZ4XD8shUwctGCKGPWgYjEvQ2bA&oe=6749338B&_nc_sid=22de04
"I dreamed of this, and I have more dreams. Thank you all!",2024-09-05T22:26:36.000Z,https://instagram.fcai19-7.fna.fbcdn.net/v/t51.29350-15/458389809_3941999326019564_3879122200972393882_n.jpg?stp=dst-jpg_e15_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi43MjB4MTI4MC5zZHIuZjI5MzUwLmRlZmF1bHRfY292ZXJfZnJhbWUifQ&_nc_ht=instagram.fcai19-7.fna.fbcdn.net&_nc_cat=1&_nc_ohc=WxXjnhexVocQ7kNvgFF0Nk9&_nc_gid=0236a1587eb448a9bcfc6a4584f45a8a&edm=APoiHPcBAAAA&ccb=7-5&ig_cache_key=MzQ1MDY5NDUxNzc1NDM1ODI1MQ%3D%3D.3-ccb7-5&oh=00_AYAFEPJkBJ964YLeSlSadrxm0DMoUtiZB0WSIZQGUlcaXQ&oe=67494044&_nc_sid=22de04
Entrámos com o pé direito na Liga das Nações! Seguimos 🫶🏻🇵🇹,2024-09-05T21:31:37.000Z,https://instagram.fcai19-7.fna.fbcdn.net/v/t39.30808-6/458689595_18574000459056421_1602982081562819455_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi45NzR4OTc0LnNkci5mMzA4MDguZGVmYXVsdF9pbWFnZSJ9&_nc_ht=instagram.fcai19-7.fna.fbcdn.net&_nc_cat=1&_nc_ohc=3-ly9h6MJKUQ7kNvgG1ZyoL&_nc_gid=0236a1587eb448a9bcfc6a4584f45a8a&edm=APoiHPcAAAAA&ccb=7-5&ig_cache_key=MzQ1MDY2OTYyOTMyMjY4NjI0Nw%3D%3D.3-ccb7-5&oh=00_AYDtIiYfeXqWVb2gw9C3-aSaPKS8HVwv8AYJByED13fGjQ&oe=67494821&_nc_sid=22de04
Prontos para a Liga das Nações! 🇵🇹,2024-09-04T20:45:52.000Z,https://instagram.fcai19-7.fna.fbcdn.net/v/t39.30808-6/458367642_18573779737056421_1497515708306441329_n.jpg?stp=dst-jpg_e35_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE0NDAuc2RyLmYzMDgwOC5kZWZhdWx0X2ltYWdlIn0&_nc_ht=instagram.fcai19-7.fna.fbcdn.net&_nc_cat=101&_nc_ohc=iw7JCkI2OxMQ7kNvgFeBx9R&_nc_gid=0236a1587eb448a9bcfc6a4584f45a8a&edm=APoiHPcAAAAA&ccb=7-5&ig_cache_key=MzQ0OTkyMTgyNzI2NTE3OTM2MA%3D%3D.3-ccb7-5&oh=00_AYBosCSZaZ4Ejilgy9-a3I27v0VrlD7gldvXEaNMX39Ykg&oe=67493467&_nc_sid=22de04
Feliz por estar de volta 🇵🇹,2024-09-02T19:55:41.000Z,https://instagram.fcai19-7.fna.fbcdn.net/v/t39.30808-6/457666740_18573382336056421_7909349491715182354_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE0Mzkuc2RyLmYzMDgwOC5kZWZhdWx0X2ltYWdlIn0&_nc_ht=instagram.fcai19-7.fna.fbcdn.net&_nc_cat=101&_nc_ohc=-oRbPznUuyoQ7kNvgF1TyPe&_nc_gid=0236a1587eb448a9bcfc6a4584f45a8a&edm=APoiHPcAAAAA&ccb=7-5&ig_cache_key=MzQ0ODQ0NzAyMjMzNDYzMDY5MA%3D%3D.3-ccb7-5&oh=00_AYCnT9R3C-AsxDZFBQxPgU74ER77OcLGnp73Bi6lbqxrmg&oe=67493528&_nc_sid=22de04
😎,2024-11-24T11:44:35.000Z,https://instagram.fcai19-7.fna.fbcdn.net/v/t51.2885-15/468071444_18589958587056421_7096770378443062208_n.jpg?stp=dst-jpg_e35_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE0NDAuc2RyLmY3NTc2MS5kZWZhdWx0X2ltYWdlIn0&_nc_ht=instagram.fcai19-7.fna.fbcdn.net&_nc_cat=1&_nc_ohc=8xJhDBPVyEoQ7kNvgG3NTwj&_nc_gid=4c27ced291364a59a66f2fd54cabf5b2&edm=AP4sbd4BAAAA&ccb=7-5&ig_cache_key=MzUwODM1NjIyMjU5MDAwMDM2MA%3D%3D.3-ccb7-5&oh=00_AYD4xtLfBz87e2nAfpvpvd_ZT-uUz8zCh6dtClNSYi81hw&oe=67493AF2&_nc_sid=7a9f4b
Do you think I’ll beat @mrbeast? 😏 Check out my full video on the UR Cristiano YouTube channel!,2024-11-21T14:02:50.000Z,https://instagram.fcai19-7.fna.fbcdn.net/v/t51.2885-19/278931269_360124899498969_9006978846103417088_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fcai19-7.fna.fbcdn.net&_nc_cat=1&_nc_ohc=5a4RE2ouAs0Q7kNvgHafajH&_nc_gid=4c27ced291364a59a66f2fd54cabf5b2&edm=AP4sbd4BAAAA&ccb=7-5&oh=00_AYAoHvtZiqRPCpLjh5g-PfpSzo8IeEOFw-f9KrAflkjuaw&oe=6749474E&_nc_sid=7a9f4b
"Our story… unfiltered!
Follow our journey as it unfolds in the Netflix docuseries, Saudi Pro League: Kickoff, now streaming on Netflix.

#SPLKickoff_Netflix @NetflixMENA",2024-11-21T08:30:21.000Z,https://instagram.fcai19-7.fna.fbcdn.net/v/t51.2885-15/467623718_18589348273056421_7582281926621199386_n.jpg?stp=dst-jpg_e15&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi43MjB4MTI4MC5zZHIuZjc1NzYxLmRlZmF1bHRfY292ZXJfZnJhbWUifQ&_nc_ht=instagram.fcai19-7.fna.fbcdn.net&_nc_cat=1&_nc_ohc=_1E4iyohzYYQ7kNvgFxmuFP&_nc_gid=4c27ced291364a59a66f2fd54cabf5b2&edm=AP4sbd4BAAAA&ccb=7-5&ig_cache_key=MzUwNjA4MTk2NTQ5OTQ4Njg0MQ%3D%3D.3-ccb7-5&oh=00_AYDUmFcFkOLHQjvHIzz51do15AB8KN4f9hTnAcGwmXUJQw&oe=67493BBB&_nc_sid=7a9f4b
Back to work 🟡🔵,2024-11-20T17:05:01.000Z,https://instagram.fcai19-7.fna.fbcdn.net/v/t51.2885-15/467623719_18589237930056421_1058988401817965521_n.jpg?stp=dst-jpg_e35_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi44NDZ4ODQ2LnNkci5mNzU3NjEuZGVmYXVsdF9pbWFnZSJ9&_nc_ht=instagram.fcai19-7.fna.fbcdn.net&_nc_cat=1&_nc_ohc=7OWdXn4H6yMQ7kNvgFtgsMO&_nc_gid=4c27ced291364a59a66f2fd54cabf5b2&edm=AP4sbd4BAAAA&ccb=7-5&ig_cache_key=MzUwNTYxODM4OTg0ODY4MTIyMQ%3D%3D.3-ccb7-5&oh=00_AYB1Es961UPwx53wR44qxMswi1nZPtaJfWZq4ztkO1qSsw&oe=6749493B&_nc_sid=7a9f4b
"When fiction and reality have something in common: @cristiano 🐐

#CR7 #CRISTIANORONALDO #PLAYFECTIONISM #CR7FRAGRANCES",2024-11-19T14:35:50.000Z,https://instagram.fcai19-7.fna.fbcdn.net/v/t51.2885-15/467312826_18473359333042680_2894501041319482024_n.jpg?stp=dst-jpg_e15_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDgweDE5MjAuc2RyLmY3NTc2MS5kZWZhdWx0X2NvdmVyX2ZyYW1lIn0&_nc_ht=instagram.fcai19-7.fna.fbcdn.net&_nc_cat=1&_nc_ohc=q6KwTUr04V4Q7kNvgGmWBR5&_nc_gid=4c27ced291364a59a66f2fd54cabf5b2&edm=AP4sbd4BAAAA&ccb=7-5&ig_cache_key=MzUwNDgxNzA4NTIwMTEwMDUzNw%3D%3D.3-ccb7-5&oh=00_AYAMXWZq1A4uxYUfQY15K7SGShXXzSV8IZJGgZeXi7kggQ&oe=674924D0&_nc_sid=7a9f4b
Invictos a caminho dos quartos! 💪🏼,2024-11-15T22:25:36.000Z,https://instagram.fcai19-7.fna.fbcdn.net/v/t51.2885-15/466995347_18588339406056421_6500272581516724293_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE0Mzkuc2RyLmY3NTc2MS5kZWZhdWx0X2ltYWdlIn0&_nc_ht=instagram.fcai19-7.fna.fbcdn.net&_nc_cat=1&_nc_ohc=KNOUENJPs7oQ7kNvgHNRMKf&_nc_gid=4c27ced291364a59a66f2fd54cabf5b2&edm=AP4sbd4BAAAA&ccb=7-5&ig_cache_key=MzUwMjE1NTg3MzQ0OTQ2NzQyMA%3D%3D.3-ccb7-5&oh=00_AYA_6NnSfrecLStrBIJLkK3ayIj1oyyxrjaXd7UARk2HTA&oe=674929E6&_nc_sid=7a9f4b
Focados na vitória! 🇵🇹,2024-11-14T17:01:08.000Z,https://instagram.fcai19-7.fna.fbcdn.net/v/t51.2885-15/466866396_18588099931056421_2001980459139843458_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE0Mzkuc2RyLmY3NTc2MS5kZWZhdWx0X2ltYWdlIn0&_nc_ht=instagram.fcai19-7.fna.fbcdn.net&_nc_cat=1&_nc_ohc=c1GqF7khd7YQ7kNvgGAkPJ2&_nc_gid=4c27ced291364a59a66f2fd54cabf5b2&edm=AP4sbd4BAAAA&ccb=7-5&ig_cache_key=MzUwMTI2NzQ1NzI0OTcxODk0OA%3D%3D.3-ccb7-5&oh=00_AYBy3IQQQWcsfo4jKZBiULIyrBRqfmxX7LgNoMZTg7GiWw&oe=67491823&_nc_sid=7a9f4b
See the world through my eyes! 😎,2024-11-13T18:54:10.000Z,https://instagram.fcai19-7.fna.fbcdn.net/v/t51.2885-15/464860811_18587926825056421_286579273370967360_n.jpg?stp=dst-jpg_e15&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi43MjB4MTI4MC5zZHIuZjc1NzYxLmRlZmF1bHRfY292ZXJfZnJhbWUifQ&_nc_ht=instagram.fcai19-7.fna.fbcdn.net&_nc_cat=1&_nc_ohc=f8jfS8K-UusQ7kNvgFc1zz1&_nc_gid=4c27ced291364a59a66f2fd54cabf5b2&edm=AP4sbd4BAAAA&ccb=7-5&ig_cache_key=MzUwMDU5MDMyNDQ0OTk0NTk1OQ%3D%3D.3-ccb7-5&oh=00_AYB9DLjSo8AP83051elAP1y4MD48IxwoU_1p9O5Duv8PaA&oe=67492080&_nc_sid=7a9f4b
"7 anos da minha princesa 👸🏽❤️ Parabéns, meu amor!",2024-11-12T09:18:27.000Z,https://instagram.fcai19-7.fna.fbcdn.net/v/t51.2885-15/466381562_18587651965056421_6052518099466093336_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE4MDAuc2RyLmY3NTc2MS5kZWZhdWx0X2ltYWdlIn0&_nc_ht=instagram.fcai19-7.fna.fbcdn.net&_nc_cat=1&_nc_ohc=tKnlaO9yuEAQ7kNvgEdwlmK&_nc_gid=4c27ced291364a59a66f2fd54cabf5b2&edm=AP4sbd4BAAAA&ccb=7-5&ig_cache_key=MzQ5OTU4NTM3MTcxMTI1NjkyMQ%3D%3D.3-ccb7-5&oh=00_AYCiVYixw2X62qHd6jDX7PsGP5CVjC0-z5nCg5Y3jXdoyQ&oe=6749282B&_nc_sid=7a9f4b
"É um orgulho receber este prémio pela minha carreira na Seleção. Ainda há muito por conquistar! Obrigado, @portugal!",2024-11-12T08:20:25.000Z,https://instagram.fcai19-7.fna.fbcdn.net/v/t51.2885-15/466705957_18587646349056421_414711543697781384_n.jpg?stp=dst-jpg_e35_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE0NDAuc2RyLmY3NTc2MS5kZWZhdWx0X2ltYWdlIn0&_nc_ht=instagram.fcai19-7.fna.fbcdn.net&_nc_cat=1&_nc_ohc=BCsZaE9ymygQ7kNvgHIi8cM&_nc_gid=4c27ced291364a59a66f2fd54cabf5b2&edm=AP4sbd4BAAAA&ccb=7-5&ig_cache_key=MzQ5OTU1NjE1NTIyOTkyOTk3Mw%3D%3D.3-ccb7-5&oh=00_AYB5dsfCUO_TSPX22UO1k9BmvG7cEXQ6n6TCnjSmmd3L1w&oe=674934CE&_nc_sid=7a9f4b
🎾 @lisboaracketcentre,2024-11-10T21:53:51.000Z,https://instagram.fcai19-7.fna.fbcdn.net/v/t51.2885-15/466168206_18587384971056421_8403691119250919003_n.jpg?stp=dst-jpg_e35_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMjE0eDEyMTQuc2RyLmY3NTc2MS5kZWZhdWx0X2ltYWdlIn0&_nc_ht=instagram.fcai19-7.fna.fbcdn.net&_nc_cat=1&_nc_ohc=dmKLVPCgZf8Q7kNvgEK0p1M&_nc_gid=4c27ced291364a59a66f2fd54cabf5b2&edm=AP4sbd4BAAAA&ccb=7-5&ig_cache_key=MzQ5ODUxNjAyNjY3NTYyOTQzMQ%3D%3D.3-ccb7-5&oh=00_AYCCHDPeb4cmlVb-oteXz46jmMopi5qTRmODcn1sMJ8z9Q&oe=6749487E&_nc_sid=7a9f4b
Victory fuels our rise,2024-11-08T20:15:56.000Z,https://instagram.fcai19-7.fna.fbcdn.net/v/t51.2885-15/466368384_18586973194056421_1214862776315273182_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE0NDAuc2RyLmY3NTc2MS5kZWZhdWx0X2ltYWdlIn0&_nc_ht=instagram.fcai19-7.fna.fbcdn.net&_nc_cat=1&_nc_ohc=UIyP52lAZ_8Q7kNvgFVLCaj&_nc_gid=4c27ced291364a59a66f2fd54cabf5b2&edm=AP4sbd4BAAAA&ccb=7-5&ig_cache_key=MzQ5NzAxNzE4NjkwNjY0NTM5Mw%3D%3D.3-ccb7-5&oh=00_AYA4kgSTOJfWALOwznRj_YEDYeo38tjfVHW3-c0356tHOw&oe=674935E2&_nc_sid=7a9f4b
"A good way to start the day? A healthy breakfast. Herbalife Formula 1 delivers a balanced mix of protein, fiber, vitamins, and minerals.
#Herbalife #HealthyBreakfast",2024-11-07T09:34:14.000Z,https://instagram.fcai19-7.fna.fbcdn.net/v/t51.2885-15/465970763_18586690894056421_5511326620395664886_n.jpg?stp=dst-jpg_e35_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE4MDAuc2RyLmY3NTc2MS5kZWZhdWx0X2ltYWdlIn0&_nc_ht=instagram.fcai19-7.fna.fbcdn.net&_nc_cat=1&_nc_ohc=dVVDaEtvAnUQ7kNvgGQTMl-&_nc_gid=e882a360be97449faae43aa1f055b28d&edm=APoiHPcBAAAA&ccb=7-5&ig_cache_key=MzQ5NTk2OTQyODY5NTM2Mjg4NQ%3D%3D.3-ccb7-5&oh=00_AYAdDBoN05PZux6jjKoX-UBNRK3aAIoszCLQ_vR-uC0v6w&oe=67494BED&_nc_sid=22de04
Big win! 💪🏼,2024-11-05T20:12:32.000Z,https://instagram.fcai19-7.fna.fbcdn.net/v/t51.2885-15/465686002_18586403716056421_8184039417543270449_n.jpg?stp=dst-jpg_e35_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDEzOTkuc2RyLmY3NTc2MS5kZWZhdWx0X2ltYWdlIn0&_nc_ht=instagram.fcai19-7.fna.fbcdn.net&_nc_cat=1&_nc_ohc=obC5VC0CyJgQ7kNvgERYj57&_nc_gid=e882a360be97449faae43aa1f055b28d&edm=APoiHPcBAAAA&ccb=7-5&ig_cache_key=MzQ5NDg0MTEzOTA5MjIwMTgwMQ%3D%3D.3-ccb7-5&oh=00_AYBbMpV4GRxuGbls6aWZxZ3w-MZpbKzDrditC06hgLDsNw&oe=67494B42&_nc_sid=22de04
We are ready.,2024-11-04T15:44:50.000Z,https://instagram.fcai19-7.fna.fbcdn.net/v/t51.2885-15/465391561_18586169164056421_3376697112904249049_n.jpg?stp=dst-jpg_e35_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE0NDAuc2RyLmY3NTc2MS5kZWZhdWx0X2ltYWdlIn0&_nc_ht=instagram.fcai19-7.fna.fbcdn.net&_nc_cat=1&_nc_ohc=KXNIN5l8iU0Q7kNvgEUQ76G&_nc_gid=e882a360be97449faae43aa1f055b28d&edm=APoiHPcBAAAA&ccb=7-5&ig_cache_key=MzQ5Mzk4MTYyMjQwNDA3MDQwNQ%3D%3D.3-ccb7-5&oh=00_AYA8fN3PSM0_5J7KvFWN6t22zqJQfoVwwQ5T3J9teqgJ1g&oe=67491F9A&_nc_sid=22de04
"Recovery game strong! I try to use the ice bath as frequently as possible to help reset and recover my body for each upcoming game!!

All of it tracked on my @whoop",2024-11-02T17:42:52.000Z,https://instagram.fcai19-7.fna.fbcdn.net/v/t51.2885-15/465497605_18585767875056421_803220535182929823_n.jpg?stp=dst-jpegr_e35_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE4MDAuaGRyLmY3NTc2MS5kZWZhdWx0X2ltYWdlIn0&_nc_ht=instagram.fcai19-7.fna.fbcdn.net&_nc_cat=1&_nc_ohc=l98NKbq-jcsQ7kNvgFHIVEK&_nc_gid=e882a360be97449faae43aa1f055b28d&edm=APoiHPcBAAAA&ccb=7-5&ig_cache_key=MzQ5MjU5MTQ4MTY2MTc3OTM2NQ%3D%3D.3-ccb7-5&oh=00_AYAb0c2-g4yUu0_48Wd0wrz8h1gSmhsaftw92ckkCMklhQ&oe=67494A9C&_nc_sid=22de04
The battle is far from over. Thank you all for the support today!,2024-11-01T20:38:07.000Z,https://instagram.fcai19-7.fna.fbcdn.net/v/t51.2885-15/465142748_18585581587056421_5824260139014049858_n.jpg?stp=dst-jpg_e35_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE0NDAuc2RyLmY3NTc2MS5kZWZhdWx0X2ltYWdlIn0&_nc_ht=instagram.fcai19-7.fna.fbcdn.net&_nc_cat=1&_nc_ohc=9K5W8ISqmAgQ7kNvgGH2DXl&_nc_gid=e882a360be97449faae43aa1f055b28d&edm=APoiHPcBAAAA&ccb=7-5&ig_cache_key=MzQ5MTk1NDkxNjI3OTM4NzEzNg%3D%3D.3-ccb7-5&oh=00_AYAOR0O6zB3OwVvxTSqMXg4Ob1jqlgLiwK_NhcFwnQIbQw&oe=67493522&_nc_sid=22de04
"You in the stands, us on the pitch. Together as one! See you at the game tomorrow 🔥",2024-10-31T13:30:48.000Z,https://instagram.fcai19-7.fna.fbcdn.net/v/t39.30808-6/464625415_1198990144920857_1098997181056234312_n.jpg?stp=dst-jpg_e35_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMjgzeDEyODMuc2RyLmYzMDgwOC5kZWZhdWx0X2ltYWdlIn0&_nc_ht=instagram.fcai19-7.fna.fbcdn.net&_nc_cat=1&_nc_ohc=CKYrWbPkOuwQ7kNvgE5AKZF&_nc_gid=e882a360be97449faae43aa1f055b28d&edm=APoiHPcAAAAA&ccb=7-5&ig_cache_key=MzQ5MTAxNTA3NDA2NTgyNTEyNA%3D%3D.3-ccb7-5&oh=00_AYCzKg_A8ZdOJpoCphZXoTBL6r7LmAZDmln_dNkIMdQcXw&oe=674916B6&_nc_sid=22de04
Every challenge is an opportunity to grow.,2024-10-29T20:50:07.000Z,https://instagram.fcai19-7.fna.fbcdn.net/v/t51.2885-15/464963493_18584957194056421_5076456911096289621_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE0NDAuc2RyLmY3NTc2MS5kZWZhdWx0X2ltYWdlIn0&_nc_ht=instagram.fcai19-7.fna.fbcdn.net&_nc_cat=1&_nc_ohc=7bGI_izXb7EQ7kNvgEXd3ye&_nc_gid=e882a360be97449faae43aa1f055b28d&edm=APoiHPcBAAAA&ccb=7-5&ig_cache_key=MzQ4OTc4NjYzOTU0NTM4Njg2OA%3D%3D.3-ccb7-5&oh=00_AYDmBVBzO0WVZGpxzRUjMXJ8cTbQNdUsFTrui2UZz0HEHQ&oe=67492F57&_nc_sid=22de04
"Happy birthday, @alnassr. Proud to be part of the family! 🟡🔵",2024-10-24T18:22:28.000Z,https://instagram.fcai19-7.fna.fbcdn.net/v/t51.2885-15/464287784_18583897420056421_9143069680870364033_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE0NDAuc2RyLmY3NTc2MS5kZWZhdWx0X2ltYWdlIn0&_nc_ht=instagram.fcai19-7.fna.fbcdn.net&_nc_cat=1&_nc_ohc=UJVEeAS7EjMQ7kNvgE2npqI&_nc_gid=e882a360be97449faae43aa1f055b28d&edm=APoiHPcBAAAA&ccb=7-5&ig_cache_key=MzQ4NjA4ODQzMjUxMjYwODM2Mw%3D%3D.3-ccb7-5&oh=00_AYCdE3BfAMzhoWp77acl4e4XuTS9JP9-ejz8IwfyTJQFCQ&oe=67492E16&_nc_sid=22de04
Important win! Let’s keep going @alnassr!,2024-10-22T18:09:02.000Z,https://instagram.fcai19-7.fna.fbcdn.net/v/t51.2885-15/464169519_18583508641056421_4859177899858776524_n.jpg?stp=dst-jpg_e35_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE0NDAuc2RyLmY3NTc2MS5kZWZhdWx0X2ltYWdlIn0&_nc_ht=instagram.fcai19-7.fna.fbcdn.net&_nc_cat=1&_nc_ohc=ADK209KPfasQ7kNvgE1RxaU&_nc_gid=e882a360be97449faae43aa1f055b28d&edm=APoiHPcBAAAA&ccb=7-5&ig_cache_key=MzQ4NDYzMjEyODY2NTI5NTQ3Nw%3D%3D.3-ccb7-5&oh=00_AYAvyPjhjbtRzeDLtJz-v6j61MjNwKVWQCdOhdyGUvJZbw&oe=67493B85&_nc_sid=22de04
